"s"	"ct"
"http://rdf.glycoinfo.org/glycan/G15768VA"	"RES
1b:a-lglc-HEX-1:5"
"http://rdf.glycoinfo.org/glycan/G72006FF"	"RES
1b:a-dgal-HEX-1:5
2b:a-dgal-HEX-1:5
LIN
1:1o(6+1)2d"
"http://rdf.glycoinfo.org/glycan/G07286WG"	"RES
1b:x-dglc-HEX-1:5
2s:n-acetyl
3b:b-dgal-HEX-1:5
4b:b-dglc-HEX-1:5
5s:n-acetyl
6b:b-dgal-HEX-1:5
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:1o(6+1)4d
4:4d(2+1)5n
5:4o(4+1)6d"
"http://rdf.glycoinfo.org/glycan/G63838JW"	"RES
1b:b-dglc-HEX-1:5
2s:n-acetyl
3b:b-dglc-HEX-1:5
4s:n-acetyl
5b:b-dman-HEX-1:5
6b:a-dman-HEX-1:5
7b:b-dglc-HEX-1:5
8s:n-acetyl
9b:b-dglc-HEX-1:5
10s:n-acetyl
11b:b-dgal-HEX-1:5
12b:a-dman-HEX-1:5
13b:a-dman-HEX-1:5
14b:a-dman-HEX-1:5
LIN
1:1d(2+1)2n
2:1o(4+1)3d
3:3d(2+1)4n
4:3o(4+1)5d
5:5o(3+1)6d
6:6o(2+1)7d
7:7d(2+1)8n
8:6o(4+1)9d
9:9d(2+1)10n
10:9o(4+1)11d
11:5o(6+1)12d
12:12o(3+1)13d
13:12o(6+1)14d"
"http://rdf.glycoinfo.org/glycan/G52187WF"	"RES
1b:b-dglc-HEX-1:5
2s:n-acetyl
3b:b-dglc-HEX-1:5
4s:n-acetyl
5b:b-dman-HEX-1:5
6b:a-dman-HEX-1:5
7b:b-dglc-HEX-1:5
8s:n-acetyl
9b:b-dglc-HEX-1:5
10s:n-acetyl
11b:b-dglc-HEX-1:5
12s:n-acetyl
13b:a-dman-HEX-1:5
14b:b-dglc-HEX-1:5
15s:n-acetyl
16b:b-dglc-HEX-1:5
17s:n-acetyl
18b:b-dglc-HEX-1:5
19s:n-acetyl
LIN
1:1d(2+1)2n
2:1o(4+1)3d
3:3d(2+1)4n
4:3o(4+1)5d
5:5o(3+1)6d
6:6o(2+1)7d
7:7d(2+1)8n
8:6o(4+1)9d
9:9d(2+1)10n
10:5o(4+1)11d
11:11d(2+1)12n
12:5o(6+1)13d
13:13o(2+1)14d
14:14d(2+1)15n
15:13o(4+1)16d
16:16d(2+1)17n
17:13o(6+1)18d
18:18d(2+1)19n"
"http://rdf.glycoinfo.org/glycan/G09652ZI"	"RES
1b:x-dglc-HEX-1:5
2s:n-acetyl
3b:b-dglc-HEX-1:5
4s:n-acetyl
5b:b-dman-HEX-1:5
6b:a-dman-HEX-1:5
7b:b-dglc-HEX-1:5
8s:n-acetyl
9b:b-dglc-HEX-1:5
10s:n-acetyl
11b:b-dgal-HEX-1:5
12b:b-dglc-HEX-1:5
13s:n-acetyl
14b:a-dman-HEX-1:5
15b:b-dglc-HEX-1:5
16s:n-acetyl
17b:b-dglc-HEX-1:5
18s:n-acetyl
LIN
1:1d(2+1)2n
2:1o(4+1)3d
3:3d(2+1)4n
4:3o(4+1)5d
5:5o(3+1)6d
6:6o(2+1)7d
7:7d(2+1)8n
8:6o(4+1)9d
9:9d(2+1)10n
10:9o(4+1)11d
11:5o(4+1)12d
12:12d(2+1)13n
13:5o(6+1)14d
14:14o(2+1)15d
15:15d(2+1)16n
16:14o(4+1)17d
17:17d(2+1)18n"
"http://rdf.glycoinfo.org/glycan/G89959GG"	"RES
1b:x-dgal-HEX-1:5
2s:n-acetyl
3b:b-dglc-HEX-1:5
4b:b-dgal-HEX-1:5
5s:n-acetyl
6s:phosphate
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:3o(4+1)4d
4:4d(2+1)5n
5:4o(3+1)6n"
"http://rdf.glycoinfo.org/glycan/G54451EW"	"RES
1b:x-dgal-HEX-1:5
2s:n-acetyl
3b:b-dgal-HEX-1:5
4b:b-dglc-HEX-1:5
5s:n-acetyl
6b:b-dgal-HEX-1:5
7b:b-dgal-HEX-1:5
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:3o(3+1)4d
4:4d(2+1)5n
5:4o(4+1)6d
6:3o(6+1)7d"
"http://rdf.glycoinfo.org/glycan/G52724WY"	"RES
1b:x-dglc-HEX-1:5
2s:n-acetyl
3b:b-dglc-HEX-1:5
4s:n-acetyl
5b:b-dman-HEX-1:5
6b:a-dman-HEX-1:5
7b:b-dglc-HEX-1:5
8s:n-acetyl
9b:b-dgal-HEX-1:5
10b:a-dgal-HEX-1:5
11b:a-dman-HEX-1:5
12b:b-dglc-HEX-1:5
13s:n-acetyl
14b:b-dgal-HEX-1:5
15b:a-dgal-HEX-1:5
LIN
1:1d(2+1)2n
2:1o(4+1)3d
3:3d(2+1)4n
4:3o(4+1)5d
5:5o(3+1)6d
6:6o(2+1)7d
7:7d(2+1)8n
8:7o(4+1)9d
9:9o(3+1)10d
10:5o(6+1)11d
11:11o(2+1)12d
12:12d(2+1)13n
13:12o(4+1)14d
14:14o(3+1)15d"
"http://rdf.glycoinfo.org/glycan/G17465ZB"	"RES
1b:x-dglc-HEX-1:5
2b:b-dglc-HEX-1:5
3b:b-dglc-HEX-1:5
4b:b-dglc-HEX-1:5
5b:b-dglc-HEX-1:5
LIN
1:1o(6+1)2d
2:2o(6+1)3d
3:3o(3+1)4d
4:3o(6+1)5d"
"http://rdf.glycoinfo.org/glycan/G26274XX"	"RES
1b:x-dglc-HEX-1:5
2b:b-dman-HEX-1:5
3b:a-dman-HEX-1:5
4b:b-dglc-HEX-1:5
5s:n-acetyl
6b:b-dgal-HEX-1:5
7b:b-dglc-HEX-1:5
8s:n-acetyl
9b:b-dgal-HEX-1:5
10b:b-dglc-HEX-1:5
11s:n-acetyl
12b:b-dgal-HEX-1:5
13b:a-dman-HEX-1:5
14b:b-dglc-HEX-1:5
15s:n-acetyl
16b:b-dgal-HEX-1:5
17b:b-dglc-HEX-1:5
18s:n-acetyl
19b:b-dgal-HEX-1:5
20b:b-dglc-HEX-1:5
21s:n-acetyl
22b:b-dgal-HEX-1:5
23b:b-dglc-HEX-1:5
24s:n-acetyl
25b:b-dgal-HEX-1:5
LIN
1:1o(4+1)2d
2:2o(3+1)3d
3:3o(2+1)4d
4:4d(2+1)5n
5:4o(4+1)6d
6:3o(4+1)7d
7:7d(2+1)8n
8:7o(4+1)9d
9:9o(3+1)10d
10:10d(2+1)11n
11:10o(4+1)12d
12:2o(6+1)13d
13:13o(2+1)14d
14:14d(2+1)15n
15:14o(4+1)16d
16:16o(3+1)17d
17:17d(2+1)18n
18:17o(4+1)19d
19:13o(6+1)20d
20:20d(2+1)21n
21:20o(4+1)22d
22:22o(3+1)23d
23:23d(2+1)24n
24:23o(4+1)25d"
"http://rdf.glycoinfo.org/glycan/G41591NR"	"RES
1b:x-dglc-HEX-1:5
2b:a-dgal-HEX-1:5
3b:a-dglc-HEX-1:5
4b:a-dglc-HEX-1:5
5s:n-acetyl
6b:x-dglc-HEX-1:5
7b:a-dgal-HEX-1:5
LIN
1:1o(3+1)2d
2:2o(2+1)3d
3:3o(2+1)4d
4:4d(2+1)5n
5:2o(6+1)6d
6:1o(6+1)7d"
"http://rdf.glycoinfo.org/glycan/G96395NY"	"RES
1b:b-dglc-HEX-1:5
2b:a-dglc-HEX-1:5
3s:anhydro
LIN
1:1o(4+1)2d
2:2d(3+1)3n
3:2o(6+1)3n"
"http://rdf.glycoinfo.org/glycan/G13122OC"	"RES
1b:a-lgro-dman-HEP-1:5
2b:a-dglc-HEX-1:5
3b:a-lgro-dman-HEP-1:5
LIN
1:1o(3+1)2d
2:1o(7+1)3d"
"http://rdf.glycoinfo.org/glycan/G07059FD"	"RES
1b:b-dgal-HEX-1:4
2b:b-dgal-HEX-1:4
3b:b-dgal-HEX-1:4
LIN
1:1o(5+1)2d
2:2o(6+1)3d"
"http://rdf.glycoinfo.org/glycan/G46284PT"	"RES
1b:b-lara-PEN-1:4
2b:b-lara-PEN-1:4
3b:b-lara-PEN-1:4
4b:a-lara-PEN-1:4
LIN
1:1o(2+1)2d
2:2o(2+1)3d
3:3o(3+1)4d"
"http://rdf.glycoinfo.org/glycan/G22261XX"	"RES
1b:x-dglc-HEX-1:5
2s:n-acetyl
3b:b-dgal-HEX-1:5
4b:b-dglc-HEX-1:5
5s:n-acetyl
6b:b-dgal-HEX-1:5
7b:b-dglc-HEX-1:5
8s:n-acetyl
9b:b-dgal-HEX-1:5
10b:a-dgal-HEX-1:5
11b:b-dglc-HEX-1:5
12s:n-acetyl
13b:b-dgal-HEX-1:5
14b:a-dgal-HEX-1:5
15b:b-dglc-HEX-1:5
16s:n-acetyl
17b:b-dgal-HEX-1:5
18b:b-dglc-HEX-1:5
19s:n-acetyl
20b:b-dgal-HEX-1:5
21b:a-dgal-HEX-1:5
22b:b-dglc-HEX-1:5
23s:n-acetyl
24b:b-dgal-HEX-1:5
25b:a-dgal-HEX-1:5
LIN
1:1d(2+1)2n
2:1o(4+1)3d
3:3o(3+1)4d
4:4d(2+1)5n
5:4o(4+1)6d
6:6o(3+1)7d
7:7d(2+1)8n
8:7o(4+1)9d
9:9o(3+1)10d
10:6o(6+1)11d
11:11d(2+1)12n
12:11o(4+1)13d
13:13o(3+1)14d
14:3o(6+1)15d
15:15d(2+1)16n
16:15o(4+1)17d
17:17o(3+1)18d
18:18d(2+1)19n
19:18o(4+1)20d
20:20o(3+1)21d
21:17o(6+1)22d
22:22d(2+1)23n
23:22o(4+1)24d
24:24o(3+1)25d"
"http://rdf.glycoinfo.org/glycan/G58332YG"	"RES
1b:x-dgal-HEX-1:5
2b:b-dglc-HEX-1:5
3b:b-dglc-HEX-1:5
4b:b-dxyl-PEN-1:5
5s:acetyl
LIN
1:1o(4+1)2d
2:2o(2+1)3d
3:2o(3+1)4d
4:4o(3+1)5n"
"http://rdf.glycoinfo.org/glycan/G70579MZ"	"RES
1b:a-dgal-HEX-1:5
2s:n-acetyl
3b:b-dgal-HEX-1:5
4b:b-dglc-HEX-1:5
5s:n-acetyl
6b:b-dgal-HEX-1:5
7b:b-dglc-HEX-1:5
8s:n-acetyl
9b:b-dgal-HEX-1:5
10b:b-dglc-HEX-1:5
11s:n-acetyl
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:3o(3+1)4d
4:4d(2+1)5n
5:4o(4+1)6d
6:6o(3+1)7d
7:7d(2+1)8n
8:7o(4+1)9d
9:6o(6+1)10d
10:10d(2+1)11n"
"http://rdf.glycoinfo.org/glycan/G03065ZA"	"RES
1b:a-dglc-HEX-1:5
2b:b-dglc-HEX-1:5
3b:b-dglc-HEX-1:5
LIN
1:1o(3+1)2d
2:1o(6+1)3d"
"http://rdf.glycoinfo.org/glycan/G89817GW"	"RES
1b:a-lara-PEN-1:5
2b:b-dxyl-PEN-1:5
3s:acetyl
4s:acetyl
5s:acetyl
LIN
1:1o(3+1)2d
2:2o(2+1)3n
3:2o(3+1)4n
4:2o(4+1)5n"
"http://rdf.glycoinfo.org/glycan/G40702WU"	"RES
1b:b-dglc-HEX-1:5
2s:n-acetyl
3b:b-dglc-HEX-1:5
4s:n-acetyl
5b:b-dman-HEX-1:5
6b:a-dman-HEX-1:5
7b:a-dman-HEX-1:5
8b:a-dman-HEX-1:5
9b:a-dman-HEX-1:5
10b:a-dman-HEX-1:5
11b:a-dman-HEX-1:5
12b:a-dman-HEX-1:5
LIN
1:1d(2+1)2n
2:1o(4+1)3d
3:3d(2+1)4n
4:3o(4+1)5d
5:5o(3+1)6d
6:6o(2+1)7d
7:7o(2+1)8d
8:5o(6+1)9d
9:9o(3+1)10d
10:9o(6+1)11d
11:11o(2+1)12d"
"http://rdf.glycoinfo.org/glycan/G98591GW"	"RES
1b:a-dglc-HEX-1:5
2s:methyl
3b:a-dglc-HEX-1:5
4s:methyl
5b:a-dglc-HEX-1:5
6s:methyl
7b:a-dglc-HEX-1:5
8s:methyl
9b:a-dglc-HEX-1:5
10s:methyl
11b:a-dglc-HEX-1:5
12s:methyl
LIN
1:1o(3+1)2n
2:1o(4+1)3d
3:3o(3+1)4n
4:3o(4+1)5d
5:5o(3+1)6n
6:5o(4+1)7d
7:7o(3+1)8n
8:7o(4+1)9d
9:9o(3+1)10n
10:9o(4+1)11d
11:11o(3+1)12n
12:11o(4+1)1d"
"http://rdf.glycoinfo.org/glycan/G81206JQ"	"RES
1b:b-dgal-HEX-1:5
2b:b-dgal-HEX-1:5
3s:n-acetyl
4b:a-dgal-HEX-1:5
5s:n-acetyl
LIN
1:1o(3+1)2d
2:2d(2+1)3n
3:2o(3+1)4d
4:4d(2+1)5n"
"http://rdf.glycoinfo.org/glycan/G24296AR"	"RES
1b:x-dman-HEX-1:5
2b:b-dxyl-PEN-1:5
3b:a-dman-HEX-1:5
4s:methyl
5b:a-dman-HEX-1:5
LIN
1:1o(2+1)2d
2:1o(3+1)3d
3:3o(3+1)4n
4:1o(6+1)5d"
"http://rdf.glycoinfo.org/glycan/G94024XK"	"RES
1b:b-dglc-HEX-1:5
2s:n-acetyl
3b:b-dgal-HEX-1:5
4b:b-dglc-HEX-1:5
5s:n-acetyl
6b:a-dgal-HEX-1:5
LIN
1:1d(2+1)2n
2:1o(4+1)3d
3:3o(3+1)4d
4:4d(2+1)5n
5:4o(3+1)6d"
"http://rdf.glycoinfo.org/glycan/G97992HW"	"RES
1b:b-dglc-HEX-1:5
2b:b-dgal-HEX-1:5
3b:b-dgal-HEX-1:5
4b:b-dglc-HEX-1:5
5s:n-acetyl
LIN
1:1o(4+1)2d
2:2o(3+1)3d
3:2o(6+1)4d
4:4d(2+1)5n"
"http://rdf.glycoinfo.org/glycan/G51871KA"	"RES
1b:a-dman-HEX-1:5
2b:a-dman-HEX-1:5
3b:a-dman-HEX-1:5
4b:a-dman-HEX-1:5
5b:a-dman-HEX-1:5
LIN
1:1o(3+1)2d
2:2o(3+1)3d
3:2o(6+1)4d
4:1o(6+1)5d"
"http://rdf.glycoinfo.org/glycan/G79996DQ"	"RES
1b:x-dglc-HEX-1:5
2s:n-acetyl
3b:b-dglc-HEX-1:5
4s:n-acetyl
5b:b-dman-HEX-1:5
6b:a-dman-HEX-1:5
7b:b-dglc-HEX-1:5
8s:n-acetyl
9b:b-dgal-HEX-1:5
10s:n-acetyl
11b:a-dman-HEX-1:5
12b:b-dglc-HEX-1:5
13s:n-acetyl
14b:b-dgal-HEX-1:5
15b:b-dglc-HEX-1:5
16s:n-acetyl
17b:b-dgal-HEX-1:5
LIN
1:1d(2+1)2n
2:1o(4+1)3d
3:3d(2+1)4n
4:3o(4+1)5d
5:5o(3+1)6d
6:6o(2+1)7d
7:7d(2+1)8n
8:7o(4+1)9d
9:9d(2+1)10n
10:5o(6+1)11d
11:11o(2+1)12d
12:12d(2+1)13n
13:12o(4+1)14d
14:11o(6+1)15d
15:15d(2+1)16n
16:15o(4+1)17d"
"http://rdf.glycoinfo.org/glycan/G52763AS"	"RES
1b:x-dglc-HEX-1:5
2b:b-dglc-HEX-1:5
3b:b-dglc-HEX-1:5
4b:b-dglc-HEX-1:5
LIN
1:1o(6+1)2d
2:2o(6+1)3d
3:3o(6+1)4d"
"http://rdf.glycoinfo.org/glycan/G84874RW"	"RES
1b:x-dxyl-PEN-1:5
2b:b-dxyl-PEN-1:5
3b:a-lara-PEN-1:4
4b:a-lara-PEN-1:4
5b:b-dxyl-PEN-1:5
6b:a-lara-PEN-1:4
7b:b-dxyl-PEN-1:5
LIN
1:1o(4+1)2d
2:2o(2+1)3d
3:2o(3+1)4d
4:2o(4+1)5d
5:5o(3+1)6d
6:5o(4+1)7d"
"http://rdf.glycoinfo.org/glycan/G36159AI"	"RES
1b:b-dglc-HEX-1:5
2s:n-acetyl
3b:b-dglc-HEX-1:5
4s:n-acetyl
5b:b-dman-HEX-1:5
6b:a-dman-HEX-1:5
7b:a-dman-HEX-1:5
8b:a-dman-HEX-1:5
9b:a-dman-HEX-1:5
10b:a-dman-HEX-1:5
11b:a-dman-HEX-1:5
12b:a-dman-HEX-1:5
13b:a-dman-HEX-1:5
14b:a-dman-HEX-1:5
15b:a-dman-HEX-1:5
LIN
1:1d(2+1)2n
2:1o(4+1)3d
3:3d(2+1)4n
4:3o(4+1)5d
5:5o(3+1)6d
6:6o(2+1)7d
7:7o(2+1)8d
8:6o(6+1)9d
9:9o(2+1)10d
10:5o(6+1)11d
11:11o(3+1)12d
12:12o(2+1)13d
13:11o(6+1)14d
14:14o(2+1)15d"
"http://rdf.glycoinfo.org/glycan/G18708ST"	"RES
1b:x-dgal-HEX-1:5
2s:n-acetyl
3b:b-dglc-HEX-1:5
4b:b-dgal-HEX-1:5
5s:n-acetyl
6s:sulfate
7s:sulfate
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:3o(4+1)4d
4:4d(2+1)5n
5:4o(6+1)6n
6:1o(6+1)7n"
"http://rdf.glycoinfo.org/glycan/G38525OI"	"RES
1b:b-dglc-HEX-1:5
2b:a-lara-PEN-1:5
LIN
1:1o(4+1)2d"
"http://rdf.glycoinfo.org/glycan/G73507OY"	"RES
1b:a-dgal-HEX-1:5
2s:n-acetyl
3b:b-dgal-HEX-1:5
4b:b-dglc-HEX-1:5
5s:n-acetyl
6b:b-dgal-HEX-1:5
7b:b-dglc-HEX-1:5
8s:n-acetyl
9b:b-dgal-HEX-1:5
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:3o(6+1)4d
4:4d(2+1)5n
5:4o(4+1)6d
6:1o(6+1)7d
7:7d(2+1)8n
8:7o(4+1)9d"
"http://rdf.glycoinfo.org/glycan/G41332ST"	"RES
1b:b-dgal-HEX-1:5
2b:a-dglc-HEX-1:5
3b:a-dman-HEX-1:5
LIN
1:1o(2+1)2d
2:1o(3+1)3d"
"http://rdf.glycoinfo.org/glycan/G92208ID"	"RES
1b:x-dglc-HEX-1:5
2b:a-dxyl-PEN-1:5
3b:a-dglc-HEX-1:5
LIN
1:1o(4+1)2d
2:2o(4+1)3d"
"http://rdf.glycoinfo.org/glycan/G81492TP"	"RES
1b:x-dall-HEX-1:5
2s:acetyl
3s:acetyl
4b:b-dxyl-PEN-1:5
5b:b-dglc-HEX-1:5
LIN
1:1o(2+1)2n
2:1o(3+1)3n
3:1o(4+1)4d
4:4o(2+1)5d"
"http://rdf.glycoinfo.org/glycan/G65712NO"	"RES
1b:x-dglc-HEX-1:5
2b:a-dman-HEX-1:5
3s:sulfate
4s:sulfate
LIN
1:1o(2+1)2d
2:2o(2+1)3n
3:2o(6+1)4n"
"http://rdf.glycoinfo.org/glycan/G61905WR"	"RES
1b:b-dglc-HEX-1:5
2b:b-dglc-HEX-1:5
3b:b-dglc-HEX-1:5
4b:b-dglc-HEX-1:5
5b:b-dglc-HEX-1:5
6b:b-dglc-HEX-1:5
7b:b-dglc-HEX-1:5
8b:b-dglc-HEX-1:5
LIN
1:1o(4+1)2d
2:2o(4+1)3d
3:3o(4+1)4d
4:4o(4+1)5d
5:5o(4+1)6d
6:6o(4+1)7d
7:7o(4+1)8d"
"http://rdf.glycoinfo.org/glycan/G30567WW"	"RES
1b:b-dglc-HEX-1:5
2b:b-dglc-HEX-1:5
3b:b-dglc-HEX-1:5
LIN
1:1o(2+1)2d
2:1o(4+1)3d"
"http://rdf.glycoinfo.org/glycan/G51482CR"	"RES
1b:x-dglc-HEX-1:5
2s:n-acetyl
3b:a-dman-HEX-1:5
LIN
1:1d(2+1)2n
2:1o(6+1)3d"
"http://rdf.glycoinfo.org/glycan/G97950JJ"	"RES
1b:x-dxyl-PEN-1:5
2b:b-dxyl-PEN-1:5
3b:b-dxyl-PEN-1:5
4b:b-dxyl-PEN-1:5
LIN
1:1o(4+1)2d
2:2o(3+1)3d
3:3o(4+1)4d"
"http://rdf.glycoinfo.org/glycan/G63179CS"	"RES
1b:b-dglc-HEX-1:5
2s:n-acetyl
3b:b-dglc-HEX-1:5
4s:n-acetyl
5b:b-dman-HEX-1:5
6b:a-dman-HEX-1:5
7b:x-dglc-HEX-1:5
8s:n-acetyl
9b:a-dman-HEX-1:5
LIN
1:1d(2+1)2n
2:1o(4+1)3d
3:3d(2+1)4n
4:3o(4+1)5d
5:5o(3+1)6d
6:6o(4+1)7d
7:7d(2+1)8n
8:5o(6+1)9d"
"http://rdf.glycoinfo.org/glycan/G29884LT"	"RES
1b:x-xxyl-PEN-1:5
2b:x-xxyl-PEN-1:5
3b:x-lara-PEN-1:4
LIN
1:1o(4+1)2d
2:2o(3+1)3d"
"http://rdf.glycoinfo.org/glycan/G91762CY"	"RES
1b:x-dgal-HEX-1:5
2s:n-acetyl
3b:b-dgal-HEX-1:5
4s:methyl
5s:methyl
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:3o(3+1)4n
4:1o(6+1)5n"
"http://rdf.glycoinfo.org/glycan/G07887XY"	"RES
1b:x-dglc-HEX-1:5
2s:n-acetyl
3b:b-dglc-HEX-1:5
4s:n-acetyl
5b:b-dman-HEX-1:5
6b:a-dman-HEX-1:5
7b:b-dglc-HEX-1:5
8s:n-acetyl
9b:b-dgal-HEX-1:5
10b:b-dglc-HEX-1:5
11s:n-acetyl
12b:b-dgal-HEX-1:5
13b:a-dman-HEX-1:5
14b:a-dman-HEX-1:5
15b:a-dman-HEX-1:5
LIN
1:1d(2+1)2n
2:1o(4+1)3d
3:3d(2+1)4n
4:3o(4+1)5d
5:5o(3+1)6d
6:6o(2+1)7d
7:7d(2+1)8n
8:7o(4+1)9d
9:6o(4+1)10d
10:10d(2+1)11n
11:10o(4+1)12d
12:5o(6+1)13d
13:13o(3+1)14d
14:13o(6+1)15d"
"http://rdf.glycoinfo.org/glycan/G46304CE"	"RES
1b:x-dgal-HEX-1:5
2s:n-acetyl
3b:b-dgal-HEX-1:5
4b:b-dglc-HEX-1:5
5s:n-acetyl
6b:b-dglc-HEX-1:5
7s:n-acetyl
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:3o(3+1)4d
4:4d(2+1)5n
5:3o(6+1)6d
6:6d(2+1)7n"
"http://rdf.glycoinfo.org/glycan/G35950WD"	"RES
1b:a-dgal-HEX-1:5
2b:b-dglc-HEX-1:5
3s:n-acetyl
4b:b-dgal-HEX-1:5
LIN
1:1o(6+1)2d
2:2d(2+1)3n
3:2o(4+1)4d"
"http://rdf.glycoinfo.org/glycan/G16755IB"	"RES
1b:x-dgal-HEX-1:5
2b:b-dglc-HEX-1:5
3b:b-dglc-HEX-1:5
4b:b-dglc-HEX-1:5
LIN
1:1o(4+1)2d
2:2o(2+1)3d
3:2o(3+1)4d"
"http://rdf.glycoinfo.org/glycan/G58381EM"	"RES
1b:x-dglc-HEX-1:5
2b:a-dgal-HEX-1:5
3b:b-dglc-HEX-1:5
4b:a-dglc-HEX-1:5
LIN
1:1o(6+1)2d
2:2o(6+1)3d
3:3o(4+1)4d"
"http://rdf.glycoinfo.org/glycan/G24746ZT"	"RES
1b:x-dgal-HEX-1:5
2b:b-dgal-HEX-1:5
3s:phosphate
4s:phosphate
5b:b-dgal-HEX-1:5
LIN
1:1o(2+1)2d
2:1o(3+1)3n
3:1o(4+1)4n
4:1o(6+1)5d"
"http://rdf.glycoinfo.org/glycan/G91689SS"	"RES
1b:o-dtal-HEX-0:0"
"http://rdf.glycoinfo.org/glycan/G23578ZP"	"RES
1b:b-dglc-HEX-1:5
2s:n-acetyl
3b:b-dglc-HEX-1:5
4s:n-acetyl
5b:b-dman-HEX-1:5
6b:a-dman-HEX-1:5
7b:b-dglc-HEX-1:5
8s:n-acetyl
9b:b-dgal-HEX-1:5
10b:b-dglc-HEX-1:5
11s:n-acetyl
12b:b-dgal-HEX-1:5
13s:amino
14b:a-dman-HEX-1:5
15b:b-dglc-HEX-1:5
16s:n-acetyl
17b:b-dgal-HEX-1:5
LIN
1:1d(2+1)2n
2:1o(4+1)3d
3:3d(2+1)4n
4:3o(4+1)5d
5:5o(3+1)6d
6:6o(2+1)7d
7:7d(2+1)8n
8:7o(4+1)9d
9:6o(4+1)10d
10:10d(2+1)11n
11:10o(4+1)12d
12:12d(6+1)13n
13:5o(6+1)14d
14:14o(2+1)15d
15:15d(2+1)16n
16:15o(4+1)17d"
"http://rdf.glycoinfo.org/glycan/G77767GG"	"RES
1b:b-dgal-HEX-1:5
2s:n-acetyl
3b:a-dglc-HEX-1:5
4s:n-acetyl
5b:a-dgal-HEX-1:5
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:3d(2+1)4n
4:3o(6+1)5d"
"http://rdf.glycoinfo.org/glycan/G34729AO"	"RES
1b:x-dglc-HEX-1:5
2b:a-dgal-HEX-1:5
3b:b-dglc-HEX-1:5
4b:a-dglc-HEX-1:5
5b:a-dglc-HEX-1:5
LIN
1:1o(6+1)2d
2:2o(6+1)3d
3:3o(4+1)4d
4:4o(4+1)5d"
"http://rdf.glycoinfo.org/glycan/G05315FT"	"RES
1b:x-dglc-HEX-1:5
2b:a-dglc-HEX-1:5
3b:a-dglc-HEX-1:5
LIN
1:1o(3+1)2d
2:2o(4+1)3d"
"http://rdf.glycoinfo.org/glycan/G00153LJ"	"RES
1b:b-dgal-HEX-1:5
2b:b-dgal-HEX-1:5
3b:b-dgal-HEX-1:5
LIN
1:1o(2+1)2d
2:2o(2+1)3d"
"http://rdf.glycoinfo.org/glycan/G97702GZ"	"RES
1b:a-dglc-HEX-1:5
2s:amino
3b:a-dman-HEX-1:5
4b:a-dgal-HEX-1:5
5b:a-dman-HEX-1:5
6b:a-dman-HEX-1:5
7s:phospho-ethanolamine
LIN
1:1d(2+1)2n
2:1o(4+1)3d
3:3o(3+1)4d
4:3o(6+1)5d
5:5o(2+1)6d
6:6o(6+1)7n"
"http://rdf.glycoinfo.org/glycan/G09286SA"	"RES
1b:x-dgal-HEX-1:5
2b:a-dgal-HEX-1:5
3b:a-dgal-HEX-1:5
LIN
1:1o(2+1)2d
2:2o(2+1)3d"
"http://rdf.glycoinfo.org/glycan/G40271HI"	"RES
1b:b-dglc-HEX-1:5
2s:n-acetyl
3b:b-dglc-HEX-1:5
4s:n-acetyl
5b:b-dman-HEX-1:5
6b:a-dman-HEX-1:5
7b:a-dman-HEX-1:5
8b:a-dman-HEX-1:5
9b:a-dman-HEX-1:5
10b:a-dman-HEX-1:5
11b:a-dman-HEX-1:5
12b:a-dman-HEX-1:5
13b:a-dman-HEX-1:5
14b:a-dman-HEX-1:5
15b:a-dman-HEX-1:5
16b:a-dman-HEX-1:5
17b:a-dman-HEX-1:5
LIN
1:1d(2+1)2n
2:1o(4+1)3d
3:3d(2+1)4n
4:3o(4+1)5d
5:5o(3+1)6d
6:6o(2+1)7d
7:7o(2+1)8d
8:6o(6+1)9d
9:9o(6+1)10d
10:10o(6+1)11d
11:11o(2+1)12d
12:11o(6+1)13d
13:5o(6+1)14d
14:14o(3+1)15d
15:14o(6+1)16d
16:16o(2+1)17d"
"http://rdf.glycoinfo.org/glycan/G25488EG"	"RES
1b:b-dglc-HEX-1:5
2b:b-dglc-HEX-1:5
3b:b-dxyl-PEN-1:5
LIN
1:1o(4+1)2d
2:2o(4+1)3d"
